"well.id","flag_id","Metadata_Experiment","Metadata_Plate","Metadata_Well","Metadata_Date","Metadata_Group","Metadata_Magnification","FileName_RawBF","wo_po_area_frac","assay_type","food_conc_OD","food_type","diluent","drug","concentration_um","drug_prep_method","strain","bleach","well_censor","well_censor_reason","notes","i.dir","w.lab","gbm2x_class","mean_wormlength_um","min_wormlength_um","q10_wormlength_um","q25_wormlength_um","median_wormlength_um","sd_wormlength_um","q75_wormlength_um","q90_wormlength_um","max_wormlength_um","cv_wormlength_um","n","assay_bleach","median_wormlength_um_reg","assay_bleach_coeff","assay_bleach_se","assay_bleach_tvalue","assay_bleach_pvalue","control_median_wormlength_um","median_wormlength_um_delta"
"JMNHTA_p002_D11","JMNHTA_1_N2_Bleach_MM","JMNHTA","p002","D11",20241025,"p002_D11","m2x","20241025-JMNHTA-p002-m2x_D11.TIF",0.994024499551837,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_25_N2","worm",883.454568573287,835.727182721935,847.716384483868,853.341039621284,872.230996605635,40.2982999875886,911.245543011955,931.320840929426,950.772606669993,0.0456144564996334,8,"JMNHTA_1",-41.9010782474449,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,-47.7928821898068
"JMNHTA_p002_D12","JMNHTA_1_N2_Bleach_MM","JMNHTA","p002","D12",20241025,"p002_D12","m2x","20241025-JMNHTA-p002-m2x_D12.TIF",1.02114803625378,"48h",10,"HB101_10_11_2023","DMSO","Bleach_MM",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_MM_25_N2","worm",922.252439339622,889.750516831062,903.722934479183,919.012147125154,925.505136157989,18.7143302380544,928.180699955671,937.529247381693,946.833474888249,0.0202919823681408,6,"JMNHTA_1",11.3730613049093,914.13207485308,2.5499496364636,358.49024693713,1.20317704657917e-281,920.023878795442,5.48125736254735
"JMNHTA_p002_E01","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E01",20241025,"p002_E01","m2x","20241025-JMNHTA-p002-m2x_E01.TIF",0.948462177888612,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",913.350676692259,873.144898254461,892.579510004989,901.372988127103,908.055615681485,21.2469695302931,925.654594078214,943.025021341462,947.422110295913,0.0232626635885791,16,"JMNHTA_1",-12.5021818292713,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-15.774299836867
"JMNHTA_p002_E02","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E02",20241025,"p002_E02","m2x","20241025-JMNHTA-p002-m2x_E02.TIF",0.998264893001735,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",931.886051424509,906.235622975669,921.340257620077,923.481072961345,933.391691300871,13.2903447425549,939.121737186912,945.281044128203,953.089841360967,0.0142617702263478,10,"JMNHTA_1",12.8338937901145,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,9.56177578251879
"JMNHTA_p002_E03","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E03",20241025,"p002_E03","m2x","20241025-JMNHTA-p002-m2x_E03.TIF",0.968618660689269,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",930.313489691725,899.839014723235,908.77139330505,920.387421325365,931.752795927077,17.2222594043207,937.014993920537,949.516628209761,966.013930036205,0.0185123182616944,19,"JMNHTA_1",11.1949984163202,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,7.9228804087245
"JMNHTA_p002_E04","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E04",20241025,"p002_E04","m2x","20241025-JMNHTA-p002-m2x_E04.TIF",0.943454905286966,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",919.185777073092,890.409447919539,893.963885766007,900.55579043133,920.377031793455,19.9333083480964,933.78159437133,944.655307717315,954.397340197275,0.0216858320105526,22,"JMNHTA_1",-0.180765717302087,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-3.45288372489779
"JMNHTA_p002_E05","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E05",20241025,"p002_E05","m2x","20241025-JMNHTA-p002-m2x_E05.TIF",0.956894090779332,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",917.081146974529,871.004943241348,889.45132676863,905.379979410359,920.470178433591,23.3594440902594,928.489930293417,947.809940197275,954.711738451736,0.0254715127089056,16,"JMNHTA_1",-0.0876190771659038,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-3.3597370847616
"JMNHTA_p002_E06","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E06",20241025,"p002_E06","m2x","20241025-JMNHTA-p002-m2x_E06.TIF",0.942990911594602,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",911.591440236573,863.812272560865,872.232119875135,894.528995345231,910.489182140088,30.9854063729489,932.996607833685,942.506513205143,980.627464718408,0.0339904534041124,21,"JMNHTA_1",-10.0686153706683,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-13.340733378264
"JMNHTA_p002_E07","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E07",20241025,"p002_E07","m2x","20241025-JMNHTA-p002-m2x_E07.TIF",0.96114577424844,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",916.784940220496,876.439600984993,888.203236364161,898.747673972682,916.135768583926,26.42101334684,934.82758446528,951.686578526776,957.182726992132,0.0288192052331111,12,"JMNHTA_1",-4.42202892683046,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-7.69414693442616
"JMNHTA_p002_E08","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E08",20241025,"p002_E08","m2x","20241025-JMNHTA-p002-m2x_E08.TIF",0.943963183540877,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",907.822233642562,790.565186236433,847.222043878024,883.45129984796,923.680300221786,47.0602940352619,942.132097132184,947.535703044073,959.677241360967,0.0518386665266353,16,"JMNHTA_1",3.12250271102979,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-0.149615296565912
"JMNHTA_p002_E09","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E09",20241025,"p002_E09","m2x","20241025-JMNHTA-p002-m2x_E09.TIF",0.949958298582152,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",914.571511881678,836.389249776498,854.9316163074,899.492407922279,921.96935966076,38.1668844998639,945.144279563918,949.598930067559,953.598154566111,0.0417319848738102,14,"JMNHTA_1",1.41156215000316,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-1.86055585759254
"JMNHTA_p002_E10","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E10",20241025,"p002_E10","m2x","20241025-JMNHTA-p002-m2x_E10.TIF",0.97206546275395,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",925.604559209523,875.074303044073,890.608280586836,904.452692625791,933.21992879632,27.6826655505431,940.364397408719,956.967790700994,981.271888675238,0.0299076590268575,24,"JMNHTA_1",12.6621312855635,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,9.3900132779678
"JMNHTA_p002_E11","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E11",20241025,"p002_E11","m2x","20241025-JMNHTA-p002-m2x_E11.TIF",0.978741258741259,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",922.131695917348,884.744852820572,903.934600076658,909.613119584212,920.66947220252,18.9633468583622,932.513036636239,945.204082596631,958.153309570452,0.0205646839191415,22,"JMNHTA_1",0.111674691763447,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-3.16044331583225
"JMNHTA_p002_E12","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","E12",20241025,"p002_E12","m2x","20241025-JMNHTA-p002-m2x_E12.TIF",0.957348703170029,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_0_N2","worm",913.315958363315,857.596067189407,883.27721349168,892.968305402976,914.183685126469,25.8405295121395,931.732462146623,946.485806088147,953.089841360967,0.0282930887996815,26,"JMNHTA_1",-6.37411238428721,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-9.64623039188291
"JMNHTA_p002_F01","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F01",20241025,"p002_F01","m2x","20241025-JMNHTA-p002-m2x_F01.TIF",0.984597156398104,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",913.707695923722,881.877501616035,888.746182778273,896.087205506301,915.00417604317,21.6621297398504,925.932723529285,935.064507273269,959.563648612806,0.0237079427441517,13,"JMNHTA_1",-5.55362146758629,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-8.82573947518199
"JMNHTA_p002_F03","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F03",20241025,"p002_F03","m2x","20241025-JMNHTA-p002-m2x_F03.TIF",0.957060280759703,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",920.957167045338,879.675501880381,894.735379468474,905.017886409749,922.353541938427,20.7960907844278,935.874079745282,944.924150649267,952.696128728899,0.0225809533044266,16,"JMNHTA_1",1.79574442767088,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-1.47637357992483
"JMNHTA_p002_F04","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F04",20241025,"p002_F04","m2x","20241025-JMNHTA-p002-m2x_F04.TIF",0.969403211148137,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",903.308914429693,837.673222784366,858.479472909972,882.902365230986,903.233832354819,36.0125321486881,925.930301914092,951.795198133845,969.558341360967,0.0398673494453719,24,"JMNHTA_1",-17.3239651559381,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-20.5960831635338
"JMNHTA_p002_F05","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F05",20241025,"p002_F05","m2x","20241025-JMNHTA-p002-m2x_F05.TIF",0.981931279620853,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",914.096855029966,892.535903625919,897.61994089549,899.875456951829,911.998913563488,17.6997661213025,920.617325630181,940.307061710354,947.566845448541,0.0193631189341772,14,"JMNHTA_1",-8.55888394726905,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-11.8310019548647
"JMNHTA_p002_F06","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F06",20241025,"p002_F06","m2x","20241025-JMNHTA-p002-m2x_F06.TIF",0.957707289927657,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",905.668056239344,867.574124664748,875.773204145333,885.544038451736,911.967070098637,21.266473207518,923.389744986887,928.648097302569,934.247310295912,0.0234815317389287,17,"JMNHTA_1",-8.59072741211916,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-11.8628454197149
"JMNHTA_p002_F07","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F07",20241025,"p002_F07","m2x","20241025-JMNHTA-p002-m2x_F07.TIF",0.910455622860153,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","non-worm",918.27492106902,881.427626992132,890.726982140088,906.7214473055,912.241307251839,21.9586353012146,931.871555781454,946.251730036206,960.008274888249,0.0239129206269199,21,"JMNHTA_1",-8.3164902589181,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-11.5886082665138
"JMNHTA_p002_F08","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F08",20241025,"p002_F08","m2x","20241025-JMNHTA-p002-m2x_F08.TIF",0.916114790286976,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",916.816505400496,864.982652820571,889.085313810411,898.815795927077,913.177611459605,24.1858433853532,934.772258773876,941.747488675238,957.828158773876,0.0263802442941274,21,"JMNHTA_1",-7.3801860511517,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-10.6523040587474
"JMNHTA_p002_F09","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F09",20241025,"p002_F09","m2x","20241025-JMNHTA-p002-m2x_F09.TIF",0.95360824742268,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",921.234683501369,865.370482721933,889.045851222342,907.342570540878,919.694884188261,27.377222324208,935.904914111622,953.275438675238,971.439252848802,0.0297179674349151,16,"JMNHTA_1",-0.862913322495991,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-4.13503133009169
"JMNHTA_p002_F10","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F10",20241025,"p002_F10","m2x","20241025-JMNHTA-p002-m2x_F10.TIF",0.958742632612967,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",927.14268032584,861.123843241348,877.813967323508,902.225409117489,934.897614436257,33.8297817269859,954.454136571355,962.613173173927,981.114998859729,0.0364882152929219,22,"JMNHTA_1",14.3398169254999,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,11.0676989179042
"JMNHTA_p002_F11","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F11",20241025,"p002_F11","m2x","20241025-JMNHTA-p002-m2x_F11.TIF",1.1527149321267,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",886.522608672002,763.678550968421,798.473938655558,862.340725096401,898.709315842486,59.5025187474425,931.812967127841,948.330585111201,962.012119149676,0.0671190087713345,24,"JMNHTA_1",-21.8484816682706,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-25.1205996758663
"JMNHTA_p002_F12","JMNHTA_1_N2_Bleach_NJ","JMNHTA","p002","F12",20241025,"p002_F12","m2x","20241025-JMNHTA-p002-m2x_F12.TIF",1.29282634261074,"48h",10,"HB101_10_11_2023","DMSO","Bleach_NJ",25,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_NJ_25_N2","worm",895.553951699129,841.281321038827,849.835150963612,869.653722581384,898.347643823195,35.0882684768264,917.926486813893,936.053095815657,950.164200023421,0.0391805188400471,11,"JMNHTA_1",-22.2101536875619,920.557797510756,2.36832679510247,388.695428103251,3.56946398894998e-297,923.829915518352,-25.4822716951576
"JMNHTA_p003_A01","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A01",20241025,"p003_A01","m2x","20241025-JMNHTA-p003-m2x_A01.TIF",0.9475317348378,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",931.035394503862,871.723806669993,907.066666635791,917.637182370915,927.342376075363,30.109069454084,951.725546150579,954.865492301158,986.572179701282,0.0323393392257969,11,"JMNHTA_1",20.546020115071,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,17.9958643104721
"JMNHTA_p003_A02","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A02",20241025,"p003_A02","m2x","20241025-JMNHTA-p003-m2x_A02.TIF",0.968503937007874,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",932.658198997937,893.483968200714,909.852370342229,917.365102591545,926.486588670853,22.9666126777771,947.384385373952,968.791973666372,969.498409020799,0.0246248976339379,18,"JMNHTA_1",19.6902327105606,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,17.1400769059618
"JMNHTA_p003_A03","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A03",20241025,"p003_A03","m2x","20241025-JMNHTA-p003-m2x_A03.TIF",0.961978273299028,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",928.460920685897,886.811376186784,897.848048981044,908.538478073398,928.116299485575,25.2391655127126,950.32453511674,956.38269648963,974.490573724557,0.0271838748948823,20,"JMNHTA_1",21.319943525283,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,18.7697877206841
"JMNHTA_p003_A04","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A04",20241025,"p003_A04","m2x","20241025-JMNHTA-p003-m2x_A04.TIF",0.977922445513728,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",921.497591875274,887.941595345231,895.327390628904,905.057322700283,922.404764893525,19.3168955069651,938.282642410716,942.904879814741,953.347443241349,0.0209625024278736,24,"JMNHTA_1",15.6084089332328,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,13.058253128634
"JMNHTA_p003_A05","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A05",20241025,"p003_A05","m2x","20241025-JMNHTA-p003-m2x_A05.TIF",0.936409679234665,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",922.692356595345,884.895470703906,902.538175985261,907.371385026162,923.739291081755,19.362855154337,932.715775682978,948.167865790898,957.884955147956,0.0209851691259092,18,"JMNHTA_1",16.9429351214626,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,14.3927793168638
"JMNHTA_p003_A06","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A06",20241025,"p003_A06","m2x","20241025-JMNHTA-p003-m2x_A06.TIF",1.0090117152298,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",906.547253724255,846.425111450833,859.525471979018,892.347155781454,911.756519875135,31.2548246197547,934.772258773875,938.219712623296,950.498369516791,0.0344767738155451,21,"JMNHTA_1",4.9601639148433,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,2.41000811024446
"JMNHTA_p003_A07","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A07",20241025,"p003_A07","m2x","20241025-JMNHTA-p003-m2x_A07.TIF",0.937618147448015,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",911.763114436739,855.405924553326,871.338328842036,896.321281558242,903.056552676957,30.7833005579509,940.38319346485,952.741768412023,964.238279096015,0.0337623885749842,25,"JMNHTA_1",-3.7398032833347,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,-6.28995908793354
"JMNHTA_p003_A08","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A08",20241025,"p003_A08","m2x","20241025-JMNHTA-p003-m2x_A08.TIF",0.943159654499861,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",913.550035266817,842.098149767727,893.930883458961,904.782688931728,910.154703334996,26.9134944095153,928.215847796077,946.736231996751,963.47925456611,0.0294603397411668,20,"JMNHTA_1",3.35834737470419,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,0.80819157010535
"JMNHTA_p003_A09","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A09",20241025,"p003_A09","m2x","20241025-JMNHTA-p003-m2x_A09.TIF",1.02241161616162,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",901.723988888127,814.163677812131,857.871883328538,875.879978408491,912.445414586505,38.9971149275211,926.226550611171,945.405040139091,967.003894651964,0.0432472856529042,28,"JMNHTA_1",5.64905862621323,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,3.09890282161439
"JMNHTA_p003_A10","JMNHTA_1_N2_Bleach_JB","JMNHTA","p003","A10",20241025,"p003_A10","m2x","20241025-JMNHTA-p003-m2x_A10.TIF",1.04347826086957,"48h",10,"HB101_10_11_2023","DMSO","Bleach_JB",0,"see notion","N2",1,NA,NA,NA,"/vast/eande106/projects/Nikita/Filtration/Experiment_2/20241025-JMNR4-devanalysis/20241025-JMNR4-p004-m2x/Analysis-20241104/processed_images/","Bleach_JB_0_N2","worm",920.447496388478,862.281421086517,873.028952923457,894.496367888859,928.094650951901,35.147651193708,940.059316203024,958.124710837306,996.119499409383,0.0381853949645312,20,"JMNHTA_1",21.2982949916093,906.796355960292,2.51889879433672,359.997137637707,3.36847714449248e-283,909.346511764891,18.7481391870105
